ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Bernie Sanders,12/3/2019 0:00,$0.18 ,$0.18 ,$0.17 ,$0.17 ,16750
Cory Booker,12/3/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,120759
Harris,12/3/2019 0:00,$0.03 ,$0.04 ,$0.01 ,$0.01 ,101527
Gillibrand,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Joe Biden,12/3/2019 0:00,$0.27 ,$0.28 ,$0.26 ,$0.27 ,23775
Elizabeth Warren,12/3/2019 0:00,$0.18 ,$0.19 ,$0.17 ,$0.18 ,16448
Cuomo,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,12/3/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,31354
Johnson,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Brown,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,12/3/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,117675
O'Rourke,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,34
Clinton,12/3/2019 0:00,$0.06 ,$0.07 ,$0.05 ,$0.06 ,26898
S. Brown,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,4201
Michael Bloomberg,12/3/2019 0:00,$0.12 ,$0.12 ,$0.11 ,$0.11 ,54691
Andrew Yang,12/3/2019 0:00,$0.08 ,$0.09 ,$0.07 ,$0.08 ,14419
Pete Buttigieg,12/3/2019 0:00,$0.20 ,$0.21 ,$0.19 ,$0.20 ,16664
Castro,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,4614
Gabbard,12/3/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.03 ,9562
Hickenlooper,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Inslee,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Bullock,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Bennet,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2
Williamson,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Ryan,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,12/3/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,131288
Patrick,12/3/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,39247
Bernie Sanders,12/4/2019 0:00,$0.17 ,$0.18 ,$0.16 ,$0.17 ,31464
Cory Booker,12/4/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,13630
Harris,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2023
Gillibrand,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,12/4/2019 0:00,$0.27 ,$0.28 ,$0.26 ,$0.28 ,13496
Elizabeth Warren,12/4/2019 0:00,$0.18 ,$0.19 ,$0.17 ,$0.18 ,14869
Cuomo,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Kaine,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,12/4/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,16189
Johnson,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Brown,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,12/4/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,16259
O'Rourke,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Clinton,12/4/2019 0:00,$0.06 ,$0.08 ,$0.06 ,$0.07 ,26879
S. Brown,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,12/4/2019 0:00,$0.11 ,$0.12 ,$0.11 ,$0.12 ,29082
Andrew Yang,12/4/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.07 ,18075
Pete Buttigieg,12/4/2019 0:00,$0.20 ,$0.21 ,$0.20 ,$0.20 ,16771
Castro,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,105
Gabbard,12/4/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,6729
Hickenlooper,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,12/4/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,12/4/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,78913
Patrick,12/4/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,17067
Bernie Sanders,12/5/2019 0:00,$0.17 ,$0.20 ,$0.16 ,$0.18 ,35078
Cory Booker,12/5/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,29416
Harris,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,5202
Gillibrand,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,12/5/2019 0:00,$0.28 ,$0.29 ,$0.27 ,$0.28 ,26968
Elizabeth Warren,12/5/2019 0:00,$0.18 ,$0.18 ,$0.16 ,$0.16 ,21665
Cuomo,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,12/5/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,21340
Johnson,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8109
O'Rourke,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1167
Clinton,12/5/2019 0:00,$0.07 ,$0.10 ,$0.06 ,$0.08 ,40650
S. Brown,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2500
Michael Bloomberg,12/5/2019 0:00,$0.12 ,$0.12 ,$0.10 ,$0.10 ,43687
Andrew Yang,12/5/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.07 ,21435
Pete Buttigieg,12/5/2019 0:00,$0.20 ,$0.21 ,$0.20 ,$0.20 ,23710
Castro,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,308
Gabbard,12/5/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,14498
Hickenlooper,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,400
Bennet,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,75
Ryan,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,12/5/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,12/5/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,21710
Patrick,12/5/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,29849
Bernie Sanders,12/6/2019 0:00,$0.18 ,$0.20 ,$0.18 ,$0.19 ,12952
Cory Booker,12/6/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,7508
Harris,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,161
Gillibrand,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,12/6/2019 0:00,$0.28 ,$0.29 ,$0.27 ,$0.27 ,16044
Elizabeth Warren,12/6/2019 0:00,$0.16 ,$0.18 ,$0.16 ,$0.17 ,9401
Cuomo,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,12/6/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,17993
Johnson,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8356
O'Rourke,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Clinton,12/6/2019 0:00,$0.08 ,$0.09 ,$0.06 ,$0.07 ,12117
S. Brown,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,12/6/2019 0:00,$0.10 ,$0.11 ,$0.10 ,$0.10 ,25658
Andrew Yang,12/6/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.07 ,9856
Pete Buttigieg,12/6/2019 0:00,$0.20 ,$0.20 ,$0.19 ,$0.19 ,11763
Castro,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,191
Gabbard,12/6/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,4878
Hickenlooper,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,12/6/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,12/6/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,6801
Patrick,12/6/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,5290
Bernie Sanders,12/7/2019 0:00,$0.19 ,$0.20 ,$0.18 ,$0.19 ,8330
Cory Booker,12/7/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,6365
Harris,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,516
Gillibrand,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,12/7/2019 0:00,$0.27 ,$0.28 ,$0.27 ,$0.27 ,7964
Elizabeth Warren,12/7/2019 0:00,$0.17 ,$0.18 ,$0.15 ,$0.16 ,10180
Cuomo,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,12/7/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,5004
Johnson,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,12/7/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,6394
O'Rourke,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Clinton,12/7/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.08 ,10929
S. Brown,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,12/7/2019 0:00,$0.10 ,$0.11 ,$0.10 ,$0.10 ,17914
Andrew Yang,12/7/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.07 ,15543
Pete Buttigieg,12/7/2019 0:00,$0.19 ,$0.20 ,$0.18 ,$0.19 ,19656
Castro,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,12/7/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,2451
Hickenlooper,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,12/7/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,12/7/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,6279
Patrick,12/7/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,7002
Bernie Sanders,12/8/2019 0:00,$0.19 ,$0.20 ,$0.18 ,$0.20 ,11760
Cory Booker,12/8/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,4697
Harris,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,130
Gillibrand,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,12/8/2019 0:00,$0.27 ,$0.29 ,$0.27 ,$0.28 ,14791
Elizabeth Warren,12/8/2019 0:00,$0.16 ,$0.18 ,$0.15 ,$0.17 ,9174
Cuomo,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Kaine,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,12/8/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.04 ,3863
Johnson,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,5633
O'Rourke,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,50
Clinton,12/8/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.08 ,12281
S. Brown,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,12/8/2019 0:00,$0.10 ,$0.11 ,$0.09 ,$0.11 ,13479
Andrew Yang,12/8/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.07 ,6172
Pete Buttigieg,12/8/2019 0:00,$0.19 ,$0.19 ,$0.17 ,$0.18 ,8985
Castro,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,61
Gabbard,12/8/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.03 ,6961
Hickenlooper,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3
Williamson,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,4388
Patrick,12/8/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,25948
Bernie Sanders,12/9/2019 0:00,$0.20 ,$0.20 ,$0.18 ,$0.19 ,5242
Cory Booker,12/9/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,2569
Harris,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gillibrand,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,12/9/2019 0:00,$0.28 ,$0.29 ,$0.27 ,$0.27 ,14869
Elizabeth Warren,12/9/2019 0:00,$0.17 ,$0.18 ,$0.16 ,$0.16 ,9860
Cuomo,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,250
Zuckerberg,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,500
Amy Klobuchar,12/9/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.04 ,1424
Johnson,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8233
O'Rourke,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Clinton,12/9/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.08 ,24005
S. Brown,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,12/9/2019 0:00,$0.11 ,$0.11 ,$0.09 ,$0.09 ,31028
Andrew Yang,12/9/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.08 ,7467
Pete Buttigieg,12/9/2019 0:00,$0.18 ,$0.18 ,$0.17 ,$0.17 ,15067
Castro,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,10
Gabbard,12/9/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,5282
Hickenlooper,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,90
Williamson,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,12/9/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,12/9/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,4102
Patrick,12/9/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,29004
Bernie Sanders,12/10/2019 0:00,$0.19 ,$0.21 ,$0.18 ,$0.19 ,39581
Cory Booker,12/10/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,11079
Harris,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,375
Gillibrand,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,12/10/2019 0:00,$0.27 ,$0.30 ,$0.27 ,$0.29 ,24710
Elizabeth Warren,12/10/2019 0:00,$0.16 ,$0.17 ,$0.14 ,$0.14 ,41402
Cuomo,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,100
Zuckerberg,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,12/10/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.03 ,12576
Johnson,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,33970
O'Rourke,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Clinton,12/10/2019 0:00,$0.08 ,$0.14 ,$0.08 ,$0.11 ,62713
S. Brown,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,12/10/2019 0:00,$0.09 ,$0.10 ,$0.08 ,$0.09 ,35856
Andrew Yang,12/10/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.08 ,33557
Pete Buttigieg,12/10/2019 0:00,$0.17 ,$0.18 ,$0.15 ,$0.15 ,27505
Castro,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,9
Gabbard,12/10/2019 0:00,$0.02 ,$0.03 ,$0.01 ,$0.01 ,103384
Hickenlooper,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,10
Williamson,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,12/10/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,6064
Patrick,12/10/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1912
Bernie Sanders,12/11/2019 0:00,$0.19 ,$0.21 ,$0.19 ,$0.21 ,31425
Cory Booker,12/11/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,6767
Harris,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,661
Gillibrand,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,12/11/2019 0:00,$0.29 ,$0.30 ,$0.28 ,$0.29 ,19507
Elizabeth Warren,12/11/2019 0:00,$0.14 ,$0.16 ,$0.14 ,$0.15 ,13747
Cuomo,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,12/11/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.04 ,28244
Johnson,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Brown,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,6644
O'Rourke,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,101
Clinton,12/11/2019 0:00,$0.11 ,$0.12 ,$0.08 ,$0.09 ,20718
S. Brown,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,12/11/2019 0:00,$0.09 ,$0.09 ,$0.08 ,$0.09 ,27455
Andrew Yang,12/11/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.07 ,3285
Pete Buttigieg,12/11/2019 0:00,$0.15 ,$0.15 ,$0.13 ,$0.15 ,26928
Castro,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,12/11/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,19857
Hickenlooper,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,12/11/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
