ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Joe Biden,10/19/2019 0:00,$0.19 ,$0.20 ,$0.19 ,$0.20 ,9667
Elizabeth Warren,10/19/2019 0:00,$0.44 ,$0.45 ,$0.43 ,$0.43 ,12895
Cuomo,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,10/19/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,14190
Johnson,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,19864
Clinton,10/19/2019 0:00,$0.06 ,$0.07 ,$0.06 ,$0.07 ,15899
S. Brown,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,10/19/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.03 ,25543
Andrew Yang,10/19/2019 0:00,$0.10 ,$0.10 ,$0.09 ,$0.10 ,14077
Pete Buttigieg,10/19/2019 0:00,$0.14 ,$0.14 ,$0.13 ,$0.14 ,13206
Castro,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,25
Gabbard,10/19/2019 0:00,$0.04 ,$0.05 ,$0.03 ,$0.04 ,38729
Hickenlooper,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/19/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,2779
Bennet,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,10/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,10/19/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,17041
Bernie Sanders,10/20/2019 0:00,$0.13 ,$0.14 ,$0.12 ,$0.13 ,13130
Cory Booker,10/20/2019 0:00,$0.02 ,$0.03 ,$0.01 ,$0.02 ,2115
Harris,10/20/2019 0:00,$0.04 ,$0.05 ,$0.04 ,$0.04 ,4868
Gillibrand,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,10/20/2019 0:00,$0.20 ,$0.21 ,$0.19 ,$0.20 ,7152
Elizabeth Warren,10/20/2019 0:00,$0.43 ,$0.44 ,$0.42 ,$0.44 ,7672
Cuomo,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,10/20/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,11388
Johnson,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,300
O'Rourke,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,213
Clinton,10/20/2019 0:00,$0.07 ,$0.07 ,$0.06 ,$0.07 ,7216
S. Brown,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,10/20/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.04 ,6331
Andrew Yang,10/20/2019 0:00,$0.10 ,$0.10 ,$0.09 ,$0.09 ,3579
Pete Buttigieg,10/20/2019 0:00,$0.14 ,$0.14 ,$0.12 ,$0.13 ,14373
Castro,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Gabbard,10/20/2019 0:00,$0.04 ,$0.06 ,$0.03 ,$0.05 ,33867
Hickenlooper,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/20/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,1001
Bennet,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Williamson,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,10/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,10/20/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,16419
Bernie Sanders,10/21/2019 0:00,$0.13 ,$0.14 ,$0.12 ,$0.12 ,35423
Cory Booker,10/21/2019 0:00,$0.02 ,$0.03 ,$0.01 ,$0.02 ,10653
Harris,10/21/2019 0:00,$0.04 ,$0.05 ,$0.04 ,$0.04 ,8652
Gillibrand,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,9
Joe Biden,10/21/2019 0:00,$0.20 ,$0.21 ,$0.20 ,$0.20 ,14742
Elizabeth Warren,10/21/2019 0:00,$0.44 ,$0.44 ,$0.39 ,$0.39 ,21931
Cuomo,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,20
Kaine,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,10/21/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,20111
Johnson,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,30
O'Rourke,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1494
Clinton,10/21/2019 0:00,$0.07 ,$0.07 ,$0.05 ,$0.05 ,27206
S. Brown,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,10/21/2019 0:00,$0.04 ,$0.04 ,$0.02 ,$0.03 ,21296
Andrew Yang,10/21/2019 0:00,$0.09 ,$0.10 ,$0.09 ,$0.10 ,18317
Pete Buttigieg,10/21/2019 0:00,$0.13 ,$0.18 ,$0.13 ,$0.16 ,53966
Castro,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,852
Gabbard,10/21/2019 0:00,$0.05 ,$0.06 ,$0.03 ,$0.03 ,19747
Hickenlooper,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,850
Inslee,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/21/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,1797
Bennet,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,71
Williamson,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,10/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,10/21/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,42033
Bernie Sanders,10/22/2019 0:00,$0.12 ,$0.13 ,$0.12 ,$0.13 ,20632
Cory Booker,10/22/2019 0:00,$0.02 ,$0.03 ,$0.01 ,$0.02 ,11918
Harris,10/22/2019 0:00,$0.04 ,$0.05 ,$0.03 ,$0.04 ,23637
Gillibrand,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,10/22/2019 0:00,$0.20 ,$0.21 ,$0.20 ,$0.21 ,27539
Elizabeth Warren,10/22/2019 0:00,$0.39 ,$0.41 ,$0.37 ,$0.38 ,28470
Cuomo,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,10/22/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.03 ,66780
Johnson,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,50
O'Rourke,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1225
Clinton,10/22/2019 0:00,$0.05 ,$0.11 ,$0.05 ,$0.10 ,61502
S. Brown,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,350
Michael Bloomberg,10/22/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,32694
Andrew Yang,10/22/2019 0:00,$0.10 ,$0.10 ,$0.08 ,$0.09 ,28348
Pete Buttigieg,10/22/2019 0:00,$0.16 ,$0.19 ,$0.16 ,$0.17 ,47246
Castro,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,5
Gabbard,10/22/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.04 ,14114
Hickenlooper,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,25
Williamson,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,20
Ryan,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,10/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8
Tom Steyer,10/22/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,49866
Bernie Sanders,10/23/2019 0:00,$0.13 ,$0.14 ,$0.12 ,$0.12 ,22774
Cory Booker,10/23/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.02 ,5042
Harris,10/23/2019 0:00,$0.04 ,$0.05 ,$0.03 ,$0.04 ,11809
Gillibrand,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,10/23/2019 0:00,$0.21 ,$0.25 ,$0.20 ,$0.23 ,54633
Elizabeth Warren,10/23/2019 0:00,$0.38 ,$0.38 ,$0.33 ,$0.34 ,31602
Cuomo,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,10/23/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,43156
Johnson,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,6018
O'Rourke,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,500
Clinton,10/23/2019 0:00,$0.10 ,$0.10 ,$0.07 ,$0.08 ,30885
S. Brown,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,416
Michael Bloomberg,10/23/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,56824
Andrew Yang,10/23/2019 0:00,$0.09 ,$0.09 ,$0.07 ,$0.09 ,16759
Pete Buttigieg,10/23/2019 0:00,$0.17 ,$0.17 ,$0.11 ,$0.11 ,56829
Castro,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Gabbard,10/23/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.04 ,16220
Hickenlooper,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,24069
Bennet,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,10/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,10/23/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,15253
Bernie Sanders,10/24/2019 0:00,$0.12 ,$0.13 ,$0.12 ,$0.12 ,17192
Cory Booker,10/24/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.02 ,6742
Harris,10/24/2019 0:00,$0.04 ,$0.05 ,$0.03 ,$0.03 ,5032
Gillibrand,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,10/24/2019 0:00,$0.23 ,$0.25 ,$0.21 ,$0.21 ,26384
Elizabeth Warren,10/24/2019 0:00,$0.34 ,$0.42 ,$0.34 ,$0.39 ,29122
Cuomo,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,10/24/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,9714
Johnson,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,425
O'Rourke,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,13113
Clinton,10/24/2019 0:00,$0.08 ,$0.11 ,$0.08 ,$0.08 ,46921
S. Brown,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,300
Michael Bloomberg,10/24/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.02 ,12593
Andrew Yang,10/24/2019 0:00,$0.09 ,$0.09 ,$0.07 ,$0.09 ,14362
Pete Buttigieg,10/24/2019 0:00,$0.11 ,$0.17 ,$0.11 ,$0.15 ,43027
Castro,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,112
Gabbard,10/24/2019 0:00,$0.04 ,$0.04 ,$0.02 ,$0.03 ,36591
Hickenlooper,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/24/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,1225
Bennet,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,500
Williamson,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,125
Ryan,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,10/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,10/24/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,11556
Bernie Sanders,10/25/2019 0:00,$0.12 ,$0.13 ,$0.11 ,$0.12 ,13339
Cory Booker,10/25/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,2095
Harris,10/25/2019 0:00,$0.03 ,$0.05 ,$0.03 ,$0.03 ,7450
Gillibrand,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Joe Biden,10/25/2019 0:00,$0.21 ,$0.23 ,$0.21 ,$0.22 ,6334
Elizabeth Warren,10/25/2019 0:00,$0.39 ,$0.41 ,$0.39 ,$0.40 ,7331
Cuomo,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,100
Amy Klobuchar,10/25/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,6387
Johnson,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,50
O'Rourke,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,577
Clinton,10/25/2019 0:00,$0.08 ,$0.09 ,$0.08 ,$0.08 ,10738
S. Brown,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,21
Michael Bloomberg,10/25/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.03 ,12043
Andrew Yang,10/25/2019 0:00,$0.09 ,$0.09 ,$0.08 ,$0.08 ,7935
Pete Buttigieg,10/25/2019 0:00,$0.15 ,$0.16 ,$0.14 ,$0.14 ,18217
Castro,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,25
Gabbard,10/25/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,9574
Hickenlooper,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/25/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,11244
Bennet,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,25
Ryan,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,10/25/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,10/25/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,23226
Bernie Sanders,10/26/2019 0:00,$0.12 ,$0.13 ,$0.11 ,$0.13 ,3241
Cory Booker,10/26/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,4208
Harris,10/26/2019 0:00,$0.03 ,$0.05 ,$0.03 ,$0.04 ,3264
Gillibrand,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3
Joe Biden,10/26/2019 0:00,$0.22 ,$0.23 ,$0.21 ,$0.22 ,5367
Elizabeth Warren,10/26/2019 0:00,$0.40 ,$0.40 ,$0.39 ,$0.40 ,5907
Cuomo,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,2
Zuckerberg,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,10/26/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,12068
Johnson,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3
O'Rourke,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,73
Clinton,10/26/2019 0:00,$0.08 ,$0.09 ,$0.08 ,$0.09 ,14361
S. Brown,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,10/26/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,6133
Andrew Yang,10/26/2019 0:00,$0.08 ,$0.09 ,$0.08 ,$0.09 ,3642
Pete Buttigieg,10/26/2019 0:00,$0.14 ,$0.17 ,$0.14 ,$0.17 ,9881
Castro,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,10/26/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,5574
Hickenlooper,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/26/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,974
Bennet,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,25
Ryan,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,10/26/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,10/26/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,2038
Bernie Sanders,10/27/2019 0:00,$0.13 ,$0.13 ,$0.11 ,$0.12 ,16149
Cory Booker,10/27/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,11187
Harris,10/27/2019 0:00,$0.04 ,$0.05 ,$0.04 ,$0.05 ,9908
Gillibrand,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,10/27/2019 0:00,$0.22 ,$0.23 ,$0.22 ,$0.22 ,2499
Elizabeth Warren,10/27/2019 0:00,$0.40 ,$0.40 ,$0.38 ,$0.39 ,7566
Cuomo,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,10/27/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,2029
Johnson,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8
O'Rourke,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,11521
Clinton,10/27/2019 0:00,$0.09 ,$0.10 ,$0.08 ,$0.09 ,14168
S. Brown,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,10/27/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,4950
Andrew Yang,10/27/2019 0:00,$0.09 ,$0.09 ,$0.08 ,$0.08 ,7044
Pete Buttigieg,10/27/2019 0:00,$0.17 ,$0.17 ,$0.15 ,$0.15 ,6634
Castro,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3
Gabbard,10/27/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.03 ,12842
Hickenlooper,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,10/27/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.02 ,1937
Bennet,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,876
Ryan,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,10/27/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,10/27/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,1237
Bernie Sanders,10/28/2019 0:00,$0.12 ,$0.13 ,$0.11 ,$0.12 ,19313
Cory Booker,10/28/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,2003
Harris,10/28/2019 0:00,$0.05 ,$0.05 ,$0.03 ,$0.04 ,2356
Gillibrand,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,25
Joe Biden,10/28/2019 0:00,$0.22 ,$0.23 ,$0.22 ,$0.22 ,8665
Elizabeth Warren,10/28/2019 0:00,$0.39 ,$0.39 ,$0.36 ,$0.38 ,8604
Cuomo,10/28/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
