,Intercept,Date,Trends,Joe Biden,Elizabeth Warren,Bernie Sanders,Pete Buttigieg,Amy Klobuchar,Andrew Yang,Cory Booker,Tom Steyer,Michael Bloomberg,Price,y,predicted
64,1,0.275,0.0146527498996387,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3125,0.015682232192690215
65,1,0.8,0.007151490733279612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.12499999999999993,-0.14021146726312578
66,1,0.7000000000000001,0.0109979633401222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12000000000000001,-0.14285714285714274,-0.02184099867599848
67,1,0.325,0.002901741044626777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039999999999999994,0.0,0.010274482159572381
68,1,0.8875000000000001,0.003827558420628526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,0.0,-0.14472594961650243
69,1,0.55,0.03203062046736503,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45999999999999996,-0.16666666666666682,-0.09810844652107656
70,1,0.6625000000000001,0.06079241859058372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.11764705882352952,0.05412742847985018
71,1,0.6625000000000001,0.039887187751813054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,-0.26315789473684204,-0.12513609333848733
72,1,0.28750000000000003,0.0018010806483890337,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039999999999999994,0.0,0.009782570009620819
73,1,0.9,0.012009607686148916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08400225951870761
74,1,0.28750000000000003,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.039999999999999994,0.3333333333333333,0.02758509504711502
75,1,0.02500000000000001,0.10233682514101533,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9199999999999999,-0.08510638297872349,0.025518276063556083
76,1,0.925,0.08129836197367098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0717891924896574
77,1,0.15000000000000002,0.002923681822764394,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24000000000000002,0.38461538461538464,0.024864218753087725
78,1,0.6875,0.014907332796132154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33999999999999997,-0.22222222222222227,-0.13035854855021242
79,1,0.475,0.05409474106784424,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33999999999999997,0.16666666666666666,0.029507340560952014
